playerID,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note
suttebr01,2001,BBWAA,515,387,245,N,Player,
gossari01,2001,BBWAA,515,387,228,N,Player,
garvest01,2001,BBWAA,515,387,176,N,Player,
johnto01,2001,BBWAA,515,387,146,N,Player,
mattido01,2001,BBWAA,515,387,145,N,Player,
kaatji01,2001,BBWAA,515,387,135,N,Player,
blylebe01,2001,BBWAA,515,387,121,N,Player,
morrija02,2001,BBWAA,515,387,101,N,Player,
murphda05,2001,BBWAA,515,387,93,N,Player,
parkeda01,2001,BBWAA,515,387,84,N,Player,
conceda01,2001,BBWAA,515,387,74,N,Player,
tiantlu01,2001,BBWAA,515,387,63,N,Player,
hernake01,2001,BBWAA,515,387,41,N,Player,
stewada01,2001,BBWAA,515,387,38,N,Player,
guidrro01,2001,BBWAA,515,387,27,N,Player,
whitalo01,2001,BBWAA,515,387,15,N,Player,
gibsoki01,2001,BBWAA,515,387,13,N,Player,
parrila02,2001,BBWAA,515,387,9,N,Player,
henketo01,2001,BBWAA,515,387,6,N,Player,
righeda01,2001,BBWAA,515,387,2,N,Player,
bedrost01,2001,BBWAA,515,387,1,N,Player,
brownto05,2001,BBWAA,515,387,1,N,Player,
darliro01,2001,BBWAA,515,387,1,N,Player,
deshaji01,2001,BBWAA,515,387,1,N,Player,
krukjo01,2001,BBWAA,515,387,1,N,Player,
rijojo01,2001,BBWAA,515,387,1,N,Player,
johnsho01,2001,BBWAA,515,387,0,N,Player,
vanslan01,2001,BBWAA,515,387,0,N,Player,
mazerbi01,2001,Veterans,,,,Y,Player,
smithhi99,2001,Veterans,,,,Y,Player,
smithoz01,2002,BBWAA,472,354,433,Y,Player,
cartega01,2002,BBWAA,472,354,343,N,Player,
riceji01,2002,BBWAA,472,354,260,N,Player,
suttebr01,2002,BBWAA,472,354,238,N,Player,
dawsoan01,2002,BBWAA,472,354,214,N,Player,
gossari01,2002,BBWAA,472,354,203,N,Player,
garvest01,2002,BBWAA,472,354,134,N,Player,
johnto01,2002,BBWAA,472,354,127,N,Player,
blylebe01,2002,BBWAA,472,354,124,N,Player,
kaatji01,2002,BBWAA,472,354,109,N,Player,
morrija02,2002,BBWAA,472,354,97,N,Player,
mattido01,2002,BBWAA,472,354,96,N,Player,
tiantlu01,2002,BBWAA,472,354,85,N,Player,
trammal01,2002,BBWAA,472,354,74,N,Player,
murphda05,2002,BBWAA,472,354,70,N,Player,
parkeda01,2002,BBWAA,472,354,66,N,Player,
conceda01,2002,BBWAA,472,354,56,N,Player,
hernake01,2002,BBWAA,472,354,29,N,Player,
guidrro01,2002,BBWAA,472,354,23,N,Player,
stewada01,2002,BBWAA,472,354,23,N,Player,
greenmi01,2002,BBWAA,472,354,2,N,Player,
violafr01,2002,BBWAA,472,354,2,N,Player,
dykstle01,2002,BBWAA,472,354,1,N,Player,
wallati01,2002,BBWAA,472,354,1,N,Player,
hennemi01,2002,BBWAA,472,354,0,N,Player,
russeje01,2002,BBWAA,472,354,0,N,Player,
sandesc02,2002,BBWAA,472,354,0,N,Player,
thompro01,2002,BBWAA,472,354,0,N,Player,
murraed02,2003,BBWAA,496,372,423,Y,Player,
cartega01,2003,BBWAA,496,372,387,Y,Player,
suttebr01,2003,BBWAA,496,372,266,N,Player,
riceji01,2003,BBWAA,496,372,259,N,Player,
dawsoan01,2003,BBWAA,496,372,248,N,Player,
sandbry01,2003,BBWAA,496,372,244,N,Player,
smithle02,2003,BBWAA,496,372,210,N,Player,
gossari01,2003,BBWAA,496,372,209,N,Player,
blylebe01,2003,BBWAA,496,372,145,N,Player,
garvest01,2003,BBWAA,496,372,138,N,Player,
kaatji01,2003,BBWAA,496,372,130,N,Player,
johnto01,2003,BBWAA,496,372,116,N,Player,
morrija02,2003,BBWAA,496,372,113,N,Player,
trammal01,2003,BBWAA,496,372,70,N,Player,
mattido01,2003,BBWAA,496,372,68,N,Player,
murphda05,2003,BBWAA,496,372,58,N,Player,
conceda01,2003,BBWAA,496,372,55,N,Player,
parkeda01,2003,BBWAA,496,372,51,N,Player,
valenfe01,2003,BBWAA,496,372,31,N,Player,
hernake01,2003,BBWAA,496,372,30,N,Player,
kileda01,2003,BBWAA,496,372,7,N,Player,
colemvi01,2003,BBWAA,496,372,3,N,Player,
butlebr01,2003,BBWAA,496,372,2,N,Player,
fernasi01,2003,BBWAA,496,372,2,N,Player,
honeyri01,2003,BBWAA,496,372,2,N,Player,
penato01,2003,BBWAA,496,372,2,N,Player,
daultda01,2003,BBWAA,496,372,1,N,Player,
davisma01,2003,BBWAA,496,372,1,N,Player,
tartada01,2003,BBWAA,496,372,1,N,Player,
jacksda02,2003,BBWAA,496,372,0,N,Player,
tettlmi01,2003,BBWAA,496,372,0,N,Player,
willimi02,2003,BBWAA,496,372,0,N,Player,
worreto01,2003,BBWAA,496,372,0,N,Player,
molitpa01,2004,BBWAA,506,380,431,Y,Player,
eckerde01,2004,BBWAA,506,380,421,Y,Player,
sandbry01,2004,BBWAA,506,380,309,N,Player,
suttebr01,2004,BBWAA,506,380,301,N,Player,
riceji01,2004,BBWAA,506,380,276,N,Player,
dawsoan01,2004,BBWAA,506,380,253,N,Player,
gossari01,2004,BBWAA,506,380,206,N,Player,
smithle02,2004,BBWAA,506,380,185,N,Player,
blylebe01,2004,BBWAA,506,380,179,N,Player,
morrija02,2004,BBWAA,506,380,133,N,Player,
garvest01,2004,BBWAA,506,380,123,N,Player,
johnto01,2004,BBWAA,506,380,111,N,Player,
trammal01,2004,BBWAA,506,380,70,N,Player,
mattido01,2004,BBWAA,506,380,65,N,Player,
conceda01,2004,BBWAA,506,380,57,N,Player,
parkeda01,2004,BBWAA,506,380,53,N,Player,
murphda05,2004,BBWAA,506,380,43,N,Player,
hernake01,2004,BBWAA,506,380,22,N,Player,
cartejo01,2004,BBWAA,506,380,19,N,Player,
valenfe01,2004,BBWAA,506,380,19,N,Player,
martide01,2004,BBWAA,506,380,16,N,Player,
stiebda01,2004,BBWAA,506,380,7,N,Player,
eisenji01,2004,BBWAA,506,380,3,N,Player,
keyji01,2004,BBWAA,506,380,3,N,Player,
drabedo01,2004,BBWAA,506,380,2,N,Player,
mitchke01,2004,BBWAA,506,380,2,N,Player,
samueju01,2004,BBWAA,506,380,2,N,Player,
fieldce01,2004,BBWAA,506,380,1,N,Player,
myersra01,2004,BBWAA,506,380,1,N,Player,
pendlte01,2004,BBWAA,506,380,1,N,Player,
darwida01,2004,BBWAA,506,380,0,N,Player,
tewksbo01,2004,BBWAA,506,380,0,N,Player,
boggswa01,2005,BBWAA,516,387,474,Y,Player,
sandbry01,2005,BBWAA,516,387,393,Y,Player,
suttebr01,2005,BBWAA,516,387,344,N,Player,
riceji01,2005,BBWAA,516,387,307,N,Player,
gossari01,2005,BBWAA,516,387,285,N,Player,
dawsoan01,2005,BBWAA,516,387,270,N,Player,
blylebe01,2005,BBWAA,516,387,211,N,Player,
smithle02,2005,BBWAA,516,387,200,N,Player,
morrija02,2005,BBWAA,516,387,172,N,Player,
johnto01,2005,BBWAA,516,387,123,N,Player,
garvest01,2005,BBWAA,516,387,106,N,Player,
trammal01,2005,BBWAA,516,387,87,N,Player,
parkeda01,2005,BBWAA,516,387,65,N,Player,
mattido01,2005,BBWAA,516,387,59,N,Player,
conceda01,2005,BBWAA,516,387,55,N,Player,
murphda05,2005,BBWAA,516,387,54,N,Player,
mcgeewi01,2005,BBWAA,516,387,26,N,Player,
abbotji01,2005,BBWAA,516,387,13,N,Player,
strawda01,2005,BBWAA,516,387,6,N,Player,
mcdowja01,2005,BBWAA,516,387,4,N,Player,
davisch01,2005,BBWAA,516,387,3,N,Player,
candito01,2005,BBWAA,516,387,2,N,Player,
montgje01,2005,BBWAA,516,387,2,N,Player,
phillto02,2005,BBWAA,516,387,1,N,Player,
steinte01,2005,BBWAA,516,387,1,N,Player,
langsma01,2005,BBWAA,516,387,0,N,Player,
nixonot01,2005,BBWAA,516,387,0,N,Player,
suttebr01,2006,BBWAA,520,390,400,Y,Player,
riceji01,2006,BBWAA,520,390,337,N,Player,
gossari01,2006,BBWAA,520,390,336,N,Player,
dawsoan01,2006,BBWAA,520,390,317,N,Player,
blylebe01,2006,BBWAA,520,390,277,N,Player,
smithle02,2006,BBWAA,520,390,234,N,Player,
morrija02,2006,BBWAA,520,390,214,N,Player,
johnto01,2006,BBWAA,520,390,154,N,Player,
garvest01,2006,BBWAA,520,390,135,N,Player,
trammal01,2006,BBWAA,520,390,92,N,Player,
parkeda01,2006,BBWAA,520,390,76,N,Player,
conceda01,2006,BBWAA,520,390,65,N,Player,
mattido01,2006,BBWAA,520,390,64,N,Player,
hershor01,2006,BBWAA,520,390,58,N,Player,
murphda05,2006,BBWAA,520,390,56,N,Player,
belleal01,2006,BBWAA,520,390,40,N,Player,
clarkwi02,2006,BBWAA,520,390,23,N,Player,
goodedw01,2006,BBWAA,520,390,17,N,Player,
mcgeewi01,2006,BBWAA,520,390,12,N,Player,
guilloz01,2006,BBWAA,520,390,5,N,Player,
morriha02,2006,BBWAA,520,390,5,N,Player,
gaettga01,2006,BBWAA,520,390,4,N,Player,
wettejo01,2006,BBWAA,520,390,4,N,Player,
aguilri01,2006,BBWAA,520,390,3,N,Player,
jeffegr01,2006,BBWAA,520,390,2,N,Player,
jonesdo01,2006,BBWAA,520,390,2,N,Player,
weisswa01,2006,BBWAA,520,390,1,N,Player,
disarga01,2006,BBWAA,520,390,0,N,Player,
fernaal01,2006,BBWAA,520,390,0,N,Player,
brownra99,2006,Negro League,,,,Y,Player,
brownwi02,2006,Negro League,,,,Y,Player,
coopean99,2006,Negro League,,,,Y,Player,
grantfr99,2006,Negro League,,,,Y,Player,
hillpe99,2006,Negro League,,,,Y,Player,
mackebi99,2006,Negro League,,,,Y,Player,
manleef99,2006,Negro League,,,,Y,Pioneer/Executive,
mendejo99,2006,Negro League,,,,Y,Player,
pompeal99,2006,Negro League,,,,Y,Pioneer/Executive,
poseycu99,2006,Negro League,,,,Y,Pioneer/Executive,
santolo99,2006,Negro League,,,,Y,Player,
suttlmu99,2006,Negro League,,,,Y,Player,
taylobe99,2006,Negro League,,,,Y,Player,
torricr99,2006,Negro League,,,,Y,Player,
whiteso99,2006,Negro League,,,,Y,Pioneer/Executive,
wilkijl99,2006,Negro League,,,,Y,Pioneer/Executive,
wilsoju99,2006,Negro League,,,,Y,Player,
ripkeca01,2007,BBWAA,545,409,537,Y,Player,
gwynnto01,2007,BBWAA,545,409,532,Y,Player,
gossari01,2007,BBWAA,545,409,388,N,Player,
riceji01,2007,BBWAA,545,409,346,N,Player,
dawsoan01,2007,BBWAA,545,409,309,N,Player,
blylebe01,2007,BBWAA,545,409,260,N,Player,
smithle02,2007,BBWAA,545,409,217,N,Player,
morrija02,2007,BBWAA,545,409,202,N,Player,
mcgwima01,2007,BBWAA,545,409,128,N,Player,
johnto01,2007,BBWAA,545,409,125,N,Player,
garvest01,2007,BBWAA,545,409,115,N,Player,
conceda01,2007,BBWAA,545,409,74,N,Player,
trammal01,2007,BBWAA,545,409,73,N,Player,
parkeda01,2007,BBWAA,545,409,62,N,Player,
mattido01,2007,BBWAA,545,409,54,N,Player,
murphda05,2007,BBWAA,545,409,50,N,Player,
baineha01,2007,BBWAA,545,409,29,N,Player,
hershor01,2007,BBWAA,545,409,24,N,Player,
belleal01,2007,BBWAA,545,409,19,N,Player,
oneilpa01,2007,BBWAA,545,409,12,N,Player,
saberbr01,2007,BBWAA,545,409,7,N,Player,
cansejo01,2007,BBWAA,545,409,6,N,Player,
fernato01,2007,BBWAA,545,409,4,N,Player,
bicheda01,2007,BBWAA,545,409,3,N,Player,
daviser01,2007,BBWAA,545,409,3,N,Player,
bonilbo01,2007,BBWAA,545,409,2,N,Player,
caminke01,2007,BBWAA,545,409,2,N,Player,
buhneja01,2007,BBWAA,545,409,1,N,Player,
brosisc01,2007,BBWAA,545,409,0,N,Player,
joynewa01,2007,BBWAA,545,409,0,N,Player,
whitede03,2007,BBWAA,545,409,0,N,Player,
wittbo01,2007,BBWAA,545,409,0,N,Player,
gossari01,2008,BBWAA,543,408,466,Y,Player,
riceji01,2008,BBWAA,543,408,392,N,Player,
dawsoan01,2008,BBWAA,543,408,358,N,Player,
blylebe01,2008,BBWAA,543,408,336,N,Player,
smithle02,2008,BBWAA,543,408,235,N,Player,
morrija02,2008,BBWAA,543,408,233,N,Player,
johnto01,2008,BBWAA,543,408,158,N,Player,
raineti01,2008,BBWAA,543,408,132,N,Player,
mcgwima01,2008,BBWAA,543,408,128,N,Player,
trammal01,2008,BBWAA,543,408,99,N,Player,
conceda01,2008,BBWAA,543,408,88,N,Player,
mattido01,2008,BBWAA,543,408,86,N,Player,
parkeda01,2008,BBWAA,543,408,82,N,Player,
murphda05,2008,BBWAA,543,408,75,N,Player,
baineha01,2008,BBWAA,543,408,28,N,Player,
beckro01,2008,BBWAA,543,408,2,N,Player,
frymatr01,2008,BBWAA,543,408,2,N,Player,
nenro01,2008,BBWAA,543,408,2,N,Player,
dunstsh01,2008,BBWAA,543,408,1,N,Player,
finlech01,2008,BBWAA,543,408,1,N,Player,
justida01,2008,BBWAA,543,408,1,N,Player,
knoblch01,2008,BBWAA,543,408,1,N,Player,
stottto01,2008,BBWAA,543,408,1,N,Player,
anderbr01,2008,BBWAA,543,408,0,N,Player,
rijojo01,2008,BBWAA,543,408,0,N,Player,
dreyfba99,2008,Veterans,,,,Y,Pioneer/Executive,
kuhnbo99,2008,Veterans,,,,Y,Pioneer/Executive,
omallwa99,2008,Veterans,,,,Y,Pioneer/Executive,
southbi01,2008,Veterans,,,,Y,Manager,
willidi02,2008,Veterans,,,,Y,Manager,
henderi01,2009,BBWAA,539,405,511,Y,Player,
riceji01,2009,BBWAA,539,405,412,Y,Player,
dawsoan01,2009,BBWAA,539,405,361,N,Player,
blylebe01,2009,BBWAA,539,405,338,N,Player,
smithle02,2009,BBWAA,539,405,240,N,Player,
morrija02,2009,BBWAA,539,405,237,N,Player,
johnto01,2009,BBWAA,539,405,171,N,Player,
raineti01,2009,BBWAA,539,405,122,N,Player,
mcgwima01,2009,BBWAA,539,405,118,N,Player,
trammal01,2009,BBWAA,539,405,94,N,Player,
parkeda01,2009,BBWAA,539,405,81,N,Player,
mattido01,2009,BBWAA,539,405,64,N,Player,
murphda05,2009,BBWAA,539,405,62,N,Player,
baineha01,2009,BBWAA,539,405,32,N,Player,
gracema01,2009,BBWAA,539,405,22,N,Player,
coneda01,2009,BBWAA,539,405,21,N,Player,
willima04,2009,BBWAA,539,405,7,N,Player,
vaughmo01,2009,BBWAA,539,405,6,N,Player,
bellja01,2009,BBWAA,539,405,2,N,Player,
oroscje01,2009,BBWAA,539,405,1,N,Player,
gantro01,2009,BBWAA,539,405,0,N,Player,
plesada01,2009,BBWAA,539,405,0,N,Player,
vaughgr01,2009,BBWAA,539,405,0,N,Player,
gordojo01,2009,Veterans,,,,Y,Player,
dawsoan01,2010,BBWAA,539,405,420,Y,Player,
blylebe01,2010,BBWAA,539,405,400,N,Player,
alomaro01,2010,BBWAA,539,405,397,N,Player,
morrija02,2010,BBWAA,539,405,282,N,Player,
larkiba01,2010,BBWAA,539,405,278,N,Player,
smithle02,2010,BBWAA,539,405,255,N,Player,
martied01,2010,BBWAA,539,405,195,N,Player,
raineti01,2010,BBWAA,539,405,164,N,Player,
mcgwima01,2010,BBWAA,539,405,128,N,Player,
trammal01,2010,BBWAA,539,405,121,N,Player,
mcgrifr01,2010,BBWAA,539,405,116,N,Player,
mattido01,2010,BBWAA,539,405,87,N,Player,
parkeda01,2010,BBWAA,539,405,82,N,Player,
murphda05,2010,BBWAA,539,405,63,N,Player,
baineha01,2010,BBWAA,539,405,33,N,Player,
galaran01,2010,BBWAA,539,405,22,N,Player,
venturo01,2010,BBWAA,539,405,7,N,Player,
karroer01,2010,BBWAA,539,405,2,N,Player,
burksel01,2010,BBWAA,539,405,2,N,Player,
hentgpa01,2010,BBWAA,539,405,1,N,Player,
appieke01,2010,BBWAA,539,405,1,N,Player,
seguida01,2010,BBWAA,539,405,1,N,Player,
reynosh01,2010,BBWAA,539,405,0,N,Player,
lankfra01,2010,BBWAA,539,405,0,N,Player,
zeileto01,2010,BBWAA,539,405,0,N,Player,
jacksmi02,2010,BBWAA,539,405,0,N,Player,
herzowh01,2010,Veterans,,,,Y,Manager,
harvedo99,2010,Veterans,,,,Y,Umpire,
alomaro01,2011,BBWAA,581,436,523,Y,Player,
blylebe01,2011,BBWAA,581,436,463,Y,Player,
larkiba01,2011,BBWAA,581,436,361,N,Player,
morrija02,2011,BBWAA,581,436,311,N,Player,
smithle02,2011,BBWAA,581,436,263,N,Player,
bagweje01,2011,BBWAA,581,436,242,N,Player,
raineti01,2011,BBWAA,581,436,218,N,Player,
martied01,2011,BBWAA,581,436,191,N,Player,
trammal01,2011,BBWAA,581,436,141,N,Player,
walkela01,2011,BBWAA,581,436,118,N,Player,
mcgwima01,2011,BBWAA,581,436,115,N,Player,
mcgrifr01,2011,BBWAA,581,436,104,N,Player,
parkeda01,2011,BBWAA,581,436,89,N,Player,
mattido01,2011,BBWAA,581,436,79,N,Player,
murphda05,2011,BBWAA,581,436,73,N,Player,
palmera01,2011,BBWAA,581,436,64,N,Player,
gonzaju03,2011,BBWAA,581,436,30,N,Player,
baineha01,2011,BBWAA,581,436,28,N,Player,
francjo01,2011,BBWAA,581,436,27,N,Player,
brownke01,2011,BBWAA,581,436,12,N,Player,
martiti02,2011,BBWAA,581,436,6,N,Player,
grissma02,2011,BBWAA,581,436,4,N,Player,
leiteal01,2011,BBWAA,581,436,4,N,Player,
olerujo01,2011,BBWAA,581,436,4,N,Player,
surhobj01,2011,BBWAA,581,436,2,N,Player,
boonebr01,2011,BBWAA,581,436,1,N,Player,
santibe01,2011,BBWAA,581,436,1,N,Player,
baergca01,2011,BBWAA,581,436,0,N,Player,
harrile01,2011,BBWAA,581,436,0,N,Player,
higgibo02,2011,BBWAA,581,436,0,N,Player,
johnsch04,2011,BBWAA,581,436,0,N,Player,
mondera01,2011,BBWAA,581,436,0,N,Player,
rueteki01,2011,BBWAA,581,436,0,N,Player,
gillipa99,2011,Veterans,,,,Y,Pioneer/Executive,
larkiba01,2012,BBWAA,573,430,495,Y,Player,
morrija02,2012,BBWAA,573,430,382,N,Player,
bagweje01,2012,BBWAA,573,430,321,N,Player,
smithle02,2012,BBWAA,573,430,290,N,Player,
raineti01,2012,BBWAA,573,430,279,N,Player,
trammal01,2012,BBWAA,573,430,211,N,Player,
martied01,2012,BBWAA,573,430,209,N,Player,
mcgrifr01,2012,BBWAA,573,430,137,N,Player,
walkela01,2012,BBWAA,573,430,131,N,Player,
mcgwima01,2012,BBWAA,573,430,112,N,Player,
mattido01,2012,BBWAA,573,430,102,N,Player,
murphda05,2012,BBWAA,573,430,83,N,Player,
palmera01,2012,BBWAA,573,430,72,N,Player,
willibe02,2012,BBWAA,573,430,55,N,Player,
gonzaju03,2012,BBWAA,573,430,23,N,Player,
castivi02,2012,BBWAA,573,430,6,N,Player,
salmoti01,2012,BBWAA,573,430,5,N,Player,
muellbi02,2012,BBWAA,573,430,4,N,Player,
radkebr01,2012,BBWAA,573,430,2,N,Player,
lopezja01,2012,BBWAA,573,430,1,N,Player,
younger01,2012,BBWAA,573,430,1,N,Player,
nevinph01,2012,BBWAA,573,430,0,N,Player,
jordabr01,2012,BBWAA,573,430,0,N,Player,
sierrru01,2012,BBWAA,573,430,0,N,Player,
burnije01,2012,BBWAA,573,430,0,N,Player,
mulhote01,2012,BBWAA,573,430,0,N,Player,
womacto01,2012,BBWAA,573,430,0,N,Player,
santoro01,2012,Veterans,,,,Y,Player,
biggicr01,2013,BBWAA,569,427,388,N,Player,
morrija02,2013,BBWAA,569,427,385,N,Player,
bagweje01,2013,BBWAA,569,427,339,N,Player,
piazzmi01,2013,BBWAA,569,427,329,N,Player,
raineti01,2013,BBWAA,569,427,297,N,Player,
smithle02,2013,BBWAA,569,427,272,N,Player,
schilcu01,2013,BBWAA,569,427,221,N,Player,
clemero02,2013,BBWAA,569,427,214,N,Player,
bondsba01,2013,BBWAA,569,427,206,N,Player,
martied01,2013,BBWAA,569,427,204,N,Player,
trammal01,2013,BBWAA,569,427,191,N,Player,
walkela01,2013,BBWAA,569,427,123,N,Player,
mcgrifr01,2013,BBWAA,569,427,118,N,Player,
murphda05,2013,BBWAA,569,427,106,N,Player,
mcgwima01,2013,BBWAA,569,427,96,N,Player,
mattido01,2013,BBWAA,569,427,75,N,Player,
sosasa01,2013,BBWAA,569,427,71,N,Player,
palmera01,2013,BBWAA,569,427,50,N,Player,
willibe02,2013,BBWAA,569,427,19,N,Player,
loftoke01,2013,BBWAA,569,427,18,N,Player,
alomasa02,2013,BBWAA,569,427,16,N,Player,
francju02,2013,BBWAA,569,427,6,N,Player,
wellsda01,2013,BBWAA,569,427,5,N,Player,
finlest01,2013,BBWAA,569,427,4,N,Player,
greensh01,2013,BBWAA,569,427,2,N,Player,
seleaa01,2013,BBWAA,569,427,1,N,Player,
cirilje01,2013,BBWAA,569,427,0,N,Player,
coninje01,2013,BBWAA,569,427,0,N,Player,
mesajo01,2013,BBWAA,569,427,0,N,Player,
stantmi01,2013,BBWAA,569,427,0,N,Player,
sandere02,2013,BBWAA,569,427,0,N,Player,
hernaro01,2013,BBWAA,569,427,0,N,Player,
whitero02,2013,BBWAA,569,427,0,N,Player,
claytro01,2013,BBWAA,569,427,0,N,Player,
kleskry01,2013,BBWAA,569,427,0,N,Player,
walketo04,2013,BBWAA,569,427,0,N,Player,
williwo02,2013,BBWAA,569,427,0,N,Player,
ruperja99,2013,Veterans,,,,Y,Pioneer/Executive,
odayha01,2013,Veterans,,,,Y,Umpire,
whitede01,2013,Veterans,,,,Y,Player,
coxbo01,2014,Veterans,,,,Y,Manager,
larusto01,2014,Veterans,,,,Y,Manager,
torrejo01,2014,Veterans,,,,Y,Manager,
maddugr01,2014,BBWAA,571,429,555,Y,Player,
glavito02,2014,BBWAA,571,429,525,Y,Player,
thomafr04,2014,BBWAA,571,429,478,Y,Player,
biggicr01,2014,BBWAA,571,429,427,N,Player,
piazzmi01,2014,BBWAA,571,429,355,N,Player,
morrija02,2014,BBWAA,571,429,351,N,Player,
bagweje01,2014,BBWAA,571,429,310,N,Player,
raineti01,2014,BBWAA,571,429,263,N,Player,
clemero02,2014,BBWAA,571,429,202,N,Player,
bondsba01,2014,BBWAA,571,429,198,N,Player,
smithle02,2014,BBWAA,571,429,171,N,Player,
schilcu01,2014,BBWAA,571,429,167,N,Player,
martied01,2014,BBWAA,571,429,144,N,Player,
trammal01,2014,BBWAA,571,429,119,N,Player,
mussimi01,2014,BBWAA,571,429,116,N,Player,
kentje01,2014,BBWAA,571,429,87,N,Player,
mcgrifr01,2014,BBWAA,571,429,67,N,Player,
mcgwima01,2014,BBWAA,571,429,63,N,Player,
walkela01,2014,BBWAA,571,429,58,N,Player,
mattido01,2014,BBWAA,571,429,47,N,Player,
sosasa01,2014,BBWAA,571,429,41,N,Player,
palmera01,2014,BBWAA,571,429,25,N,Player,
aloumo01,2014,BBWAA,571,429,6,N,Player,
nomohi01,2014,BBWAA,571,429,6,N,Player,
gonzalu01,2014,BBWAA,571,429,5,N,Player,
gagneer01,2014,BBWAA,571,429,2,N,Player,
snowjt01,2014,BBWAA,571,429,2,N,Player,
benitar01,2014,BBWAA,571,429,1,N,Player,
rogerke01,2014,BBWAA,571,429,1,N,Player,
jonesja05,2014,BBWAA,571,429,1,N,Player,
timlimi01,2014,BBWAA,571,429,0,N,Player,
loducpa01,2014,BBWAA,571,429,0,N,Player,
sexsori01,2014,BBWAA,571,429,0,N,Player,
caseyse01,2014,BBWAA,571,429,0,N,Player,
jonesto02,2014,BBWAA,571,429,0,N,Player,
durhara01,2014,BBWAA,571,429,0,N,Player,
johnsra05,2015,BBWAA,549,412,534,Y,Player,
martipe02,2015,BBWAA,549,412,500,Y,Player,
smoltjo01,2015,BBWAA,549,412,455,Y,Player,
biggicr01,2015,BBWAA,549,412,454,Y,Player,
piazzmi01,2015,BBWAA,549,412,384,N,Player,
bagweje01,2015,BBWAA,549,412,306,N,Player,
raineti01,2015,BBWAA,549,412,302,N,Player,
schilcu01,2015,BBWAA,549,412,215,N,Player,
clemero02,2015,BBWAA,549,412,206,N,Player,
bondsba01,2015,BBWAA,549,412,202,N,Player,
smithle02,2015,BBWAA,549,412,166,N,Player,
martied01,2015,BBWAA,549,412,148,N,Player,
trammal01,2015,BBWAA,549,412,138,N,Player,
mussimi01,2015,BBWAA,549,412,135,N,Player,
kentje01,2015,BBWAA,549,412,77,N,Player,
mcgrifr01,2015,BBWAA,549,412,71,N,Player,
walkela01,2015,BBWAA,549,412,65,N,Player,
sheffga01,2015,BBWAA,549,412,64,N,Player,
mcgwima01,2015,BBWAA,549,412,55,N,Player,
mattido01,2015,BBWAA,549,412,50,N,Player,
sosasa01,2015,BBWAA,549,412,36,N,Player,
garcino01,2015,BBWAA,549,412,30,N,Player,
delgaca01,2015,BBWAA,549,412,21,N,Player,
percitr01,2015,BBWAA,549,412,4,N,Player,
gordoto01,2015,BBWAA,549,412,2,N,Player,
booneaa01,2015,BBWAA,549,412,2,N,Player,
erstada01,2015,BBWAA,549,412,1,N,Player,
clarkto02,2015,BBWAA,549,412,0,N,Player,
gilesbr02,2015,BBWAA,549,412,0,N,Player,
aurilri01,2015,BBWAA,549,412,0,N,Player,
guarded01,2015,BBWAA,549,412,0,N,Player,
schmija01,2015,BBWAA,549,412,0,N,Player,
dyeje01,2015,BBWAA,549,412,0,N,Player,
floydcl01,2015,BBWAA,549,412,0,N,Player,
griffke02,2016,BBWAA,440,330,437,Y,Player,
